[2.95472443e-01 8.91275108e-01 3.99091419e-07],[ 0.37035114  0.8496722  -0.02290743],[ 0.4195841   0.76585639 -0.01986354],[ 0.44251224  0.68920285 -0.01704106],[ 0.45170683  0.63227755 -0.01361637],[0.35797241 0.65476209 0.02489026],[0.36464259 0.57322943 0.02512321],[0.36764723 0.52735555 0.01493758],[0.36958578 0.49196661 0.00495292],[0.31430587 0.6508401  0.02727472],[0.31220907 0.56992948 0.02265338],[0.31677172 0.53342336 0.00170227],[ 0.32045367  0.52575696 -0.01417617],[0.27294382 0.66223955 0.02422717],[0.26451397 0.58282864 0.01366882],[ 0.26458168  0.54606086 -0.0090192 ],[ 0.26647958  0.5398342  -0.02409389],[0.23061708 0.68927741 0.01845097],[0.21800318 0.61793691 0.00444571],[ 0.2124148   0.57723576 -0.01135709],[ 0.21358699  0.55698663 -0.02214426]
[3.02879393e-01 9.12008703e-01 3.66634339e-07],[ 0.37476408  0.86701971 -0.02335568],[ 0.42520696  0.77659565 -0.02267627],[ 0.44824621  0.6988436  -0.02261334],[ 0.46420652  0.64354539 -0.02112974],[0.35932425 0.65877694 0.02354986],[0.36582667 0.58220702 0.02122245],[0.36828113 0.54012156 0.01101944],[0.36930078 0.5103392  0.00230164],[0.31693861 0.65785044 0.02542095],[0.31318641 0.57000566 0.01742071],[3.13074112e-01 5.40345609e-01 4.27767169e-04],[ 0.31342518  0.54625398 -0.00935238],[0.27671719 0.67211008 0.02160732],[0.26387316 0.58637077 0.0103437 ],[ 0.25635636  0.55391902 -0.00501506],[ 0.25388971  0.55093902 -0.01297852],[0.23703957 0.70329386 0.01469875],[0.21836464 0.63573825 0.0027831 ],[ 0.20660016  0.59592187 -0.00745517],[ 0.20182948  0.57207489 -0.01285984]
[3.01624626e-01 9.15862203e-01 3.61500497e-07],[ 0.37471133  0.86896914 -0.02459914],[ 0.42492411  0.77885163 -0.02440174],[ 0.44798237  0.69920003 -0.02457811],[ 0.46320873  0.64287269 -0.02307954],[0.35834438 0.660568   0.02293058],[0.36391509 0.58321154 0.02027871],[0.36509526 0.54101199 0.00975489],[0.36518976 0.51191032 0.00093107],[0.31569445 0.65906298 0.02577598],[0.31270334 0.57050776 0.01681799],[ 0.31130701  0.54096097 -0.00116866],[ 0.31042558  0.54849917 -0.01146894],[0.2746942  0.67314309 0.02291818],[0.26313931 0.58452153 0.01062228],[ 0.2554785   0.55572021 -0.00587834],[ 0.2530677   0.56018752 -0.01423163],[0.23403236 0.70372421 0.01702265],[0.21666095 0.63424927 0.00451408],[ 0.20585217  0.59540403 -0.00650452],[ 0.20249298  0.57547915 -0.01225404]
[3.01906258e-01 9.14676726e-01 3.54827279e-07],[ 0.37443039  0.86620867 -0.02310291],[ 0.42368871  0.77911139 -0.02192015],[ 0.44672951  0.69987512 -0.02154377],[ 0.46081713  0.64297664 -0.01971022],[0.3578119  0.6607756  0.02722022],[0.36427653 0.58400804 0.0264987 ],[0.36583331 0.54116744 0.01613449],[0.36607713 0.50949466 0.00665925],[0.3151131  0.66012496 0.0297174 ],[0.30998251 0.57515913 0.0230651 ],[0.30828753 0.54418111 0.0048225 ],[ 0.30718866  0.54579556 -0.00700479],[0.27424112 0.67551368 0.02646662],[0.26176727 0.59066987 0.01540988],[ 0.25418791  0.56159335 -0.00180627],[ 0.25065646  0.56127435 -0.01167174],[0.23409897 0.70733768 0.02023969],[0.21660978 0.64021683 0.00780474],[ 0.20367144  0.60298944 -0.0037395 ],[ 0.19631225  0.58239728 -0.01045896]
[2.99551070e-01 9.19020355e-01 4.06433998e-07],[ 0.37248957  0.87166011 -0.02371117],[ 0.42270496  0.77910668 -0.02272855],[ 0.44565001  0.69913119 -0.0224866 ],[ 0.46085334  0.63911355 -0.02079138],[0.3556295  0.66184485 0.02709158],[0.36130142 0.5839802  0.02640391],[0.36277896 0.54118025 0.01622262],[0.36313722 0.5112468  0.00707294],[0.31284514 0.6616798  0.02913082],[0.30761051 0.57582581 0.02343791],[0.30684641 0.54080808 0.00512041],[ 0.30744529  0.54287511 -0.00689678],[0.27192807 0.67720455 0.02527626],[0.25847235 0.59223253 0.014842  ],[ 0.25181508  0.56016123 -0.0024443 ],[ 0.25063077  0.5600667  -0.01236122],[0.23154113 0.70913136 0.01829957],[0.21397389 0.64010876 0.00573778],[ 0.20275627  0.60017323 -0.00604181],[ 0.19877423  0.57895267 -0.01275021]
[2.96913862e-01 9.19002116e-01 3.99160484e-07],[ 0.36778286  0.87301028 -0.02434335],[ 0.41848132  0.78160745 -0.02475368],[ 0.44283682  0.70142734 -0.02593421],[ 0.45815319  0.64196503 -0.02579508],[0.35246125 0.66274941 0.02406345],[0.35827729 0.5839166  0.02146516],[0.36010569 0.54154992 0.009935  ],[3.60605955e-01 5.12295723e-01 8.84986803e-05],[0.30977353 0.6623708  0.02594098],[0.30474266 0.57466286 0.01819155],[ 0.30349401  0.54016459 -0.00142051],[ 0.30351835  0.54342425 -0.01405015],[0.2694166  0.67720741 0.02211294],[0.25601983 0.59133792 0.01092311],[ 0.24955341  0.55959201 -0.00673425],[ 0.24845365  0.56191182 -0.01671746],[0.22960906 0.70884925 0.01510901],[0.21196681 0.63951176 0.0027012 ],[ 0.20067632  0.59988123 -0.00885846],[ 0.19625324  0.58128226 -0.01534248]
[2.99133331e-01 9.20116663e-01 3.54937811e-07],[ 0.36946958  0.87263262 -0.02652288],[ 0.42062384  0.78045416 -0.02848172],[ 0.44315261  0.69994348 -0.0308234 ],[ 0.4568224  0.6390928 -0.0321245],[0.35166246 0.66300792 0.01850342],[0.35515276 0.583736   0.01225675],[ 0.35574186  0.5397858  -0.00137798],[ 0.35545737  0.51205915 -0.01205515],[0.30834693 0.66362649 0.02061091],[0.30236703 0.57084221 0.00659607],[ 0.30176222  0.54349375 -0.01679659],[ 0.30272973  0.55779731 -0.03048955],[0.26767015 0.67903399 0.01725675],[0.25302374 0.58999437 0.00149552],[ 0.24766815  0.56218368 -0.01961711],[ 0.24786636  0.57279837 -0.03085967],[0.22741434 0.71205932 0.01088666],[ 0.20992446  0.63902664 -0.00447982],[ 0.19941957  0.59719312 -0.01872192],[ 0.19568455  0.57898062 -0.02681589]
[3.00619155e-01 9.22068119e-01 3.22175850e-07],[ 0.37053964  0.87701195 -0.02818789],[ 0.41860998  0.78119314 -0.03037278],[ 0.44002903  0.69884789 -0.03255192],[ 0.45512986  0.64027917 -0.03331073],[0.35007113 0.66183424 0.01459704],[0.35380688 0.58272684 0.00768578],[ 0.35505888  0.53871274 -0.00511281],[ 0.35465351  0.51148856 -0.01493204],[0.30716908 0.66279846 0.01754754],[0.29912901 0.57006383 0.00268214],[ 0.2985965   0.54453987 -0.01857328],[ 0.29967314  0.56167322 -0.03018691],[0.26712334 0.6794554  0.01483364],[ 0.25129566  0.59159994 -0.00247871],[ 0.24518752  0.5638203  -0.02260086],[ 0.24487239  0.57470357 -0.03248081],[0.22725949 0.71299875 0.00904848],[ 0.20968704  0.64082479 -0.00745059],[ 0.19781651  0.60007769 -0.02171011],[ 0.19246021  0.58321524 -0.02944156]
[3.00652772e-01 9.23400879e-01 3.38033914e-07],[ 0.36923304  0.8734259  -0.02807038],[ 0.41850609  0.77960384 -0.03051866],[ 0.44140697  0.69718629 -0.03291082],[ 0.45453295  0.63769877 -0.03378193],[0.3489936  0.66150755 0.01629824],[0.35282511 0.58264863 0.00995743],[ 0.35370913  0.53838229 -0.00325311],[ 0.35317576  0.50921464 -0.013651  ],[0.30560258 0.6623702  0.01934399],[0.29799438 0.57204455 0.00487141],[ 0.29585618  0.54595363 -0.01761503],[ 0.29532319  0.55950725 -0.03063403],[0.26478681 0.67921883 0.01673436],[ 2.48980552e-01  5.92449725e-01 -1.84576551e-04],[ 0.24178481  0.56604064 -0.02131786],[ 0.24007961  0.57666826 -0.03240402],[0.22465822 0.7127437  0.01105853],[ 0.20771258  0.64112836 -0.00498446],[ 0.19498765  0.59933645 -0.01966174],[ 0.18857166  0.57940644 -0.0281119 ]
[2.97746658e-01 9.20571625e-01 3.53327835e-07],[ 0.36852732  0.8753252  -0.02905891],[ 0.41895315  0.78055286 -0.03141573],[ 0.44056454  0.69700938 -0.0336495 ],[ 0.45377836  0.63706005 -0.03437591],[0.34878927 0.66081917 0.01502553],[0.35294387 0.58081949 0.00892965],[ 0.35408133  0.53612322 -0.0035278 ],[ 0.3532396   0.50618935 -0.01367516],[0.30512643 0.66088492 0.01833655],[0.29642022 0.57178974 0.00437218],[ 0.29526091  0.54403502 -0.01692143],[ 0.29579642  0.55662596 -0.02938962],[0.26458991 0.67668879 0.01576559],[ 0.24654204  0.59109324 -0.00143697],[ 0.23884892  0.56207955 -0.02189818],[ 0.23695379  0.57060504 -0.03251204],[0.224416   0.70909786 0.00996582],[ 0.20505649  0.6374023  -0.00719958],[ 0.19290914  0.59877801 -0.02197688],[ 0.18749349  0.58291125 -0.03022696]
[2.9812035e-01 9.2097640e-01 3.9009683e-07],[ 0.36902604  0.87390327 -0.02891593],[ 0.41808742  0.7807377  -0.03059752],[ 0.44007331  0.69706053 -0.03244414],[ 0.45385674  0.63591939 -0.03300007],[0.34704891 0.66229343 0.02168844],[0.35129195 0.58218563 0.01892708],[0.35211882 0.53794277 0.00706517],[ 0.35057443  0.5068568  -0.00336475],[0.30386931 0.6626488  0.02526533],[0.29448321 0.5732879  0.01331322],[ 0.29178986  0.54535508 -0.01067103],[ 0.29053444  0.5589444  -0.02542607],[0.26322624 0.67820865 0.0230476 ],[0.24582088 0.59346622 0.00809253],[ 0.23890275  0.56583583 -0.01496828],[ 0.23715378  0.57724851 -0.02775332],[0.22315238 0.71033823 0.0176296 ],[0.20411602 0.63833368 0.00294139],[ 0.1922905   0.59748936 -0.01256207],[ 0.18744357  0.58042705 -0.02195667]
[2.99357265e-01 9.24428880e-01 3.80888679e-07],[ 0.3705247   0.87589145 -0.0258607 ],[ 0.41819108  0.77918833 -0.02540905],[ 0.44028705  0.69527286 -0.02534201],[ 0.45474839  0.63579309 -0.02365833],[0.34699017 0.66081059 0.02585046],[0.35033047 0.58137047 0.02559883],[0.35124385 0.53941846 0.01503426],[0.35052171 0.50936812 0.00515413],[0.30417997 0.66164863 0.02885559],[0.29516611 0.57649499 0.02207453],[0.29371691 0.54633266 0.00145592],[ 0.2931366   0.55139863 -0.0124988 ],[0.26368374 0.67784917 0.02596731],[0.24636918 0.59493732 0.01421315],[ 0.2394872   0.56782889 -0.00639915],[ 0.23664325  0.5732438  -0.01876782],[0.22365618 0.70961189 0.0199659 ],[0.20462863 0.63853824 0.00695638],[ 0.19222917  0.60175383 -0.0065308 ],[ 0.18575042  0.5850215  -0.01508009]
[2.97995895e-01 9.28195894e-01 3.77345600e-07],[ 0.36921602  0.87964094 -0.02638305],[ 0.41882935  0.78049028 -0.02664313],[ 0.44048572  0.69634187 -0.02724006],[ 0.45507354  0.6367867  -0.02612462],[0.34768334 0.66254687 0.02231729],[0.35143504 0.58288389 0.01937837],[0.35166225 0.53981817 0.00806489],[ 0.34981722  0.50977075 -0.0017145 ],[0.30461287 0.6631071  0.02492403],[0.29605228 0.57594317 0.01606334],[ 0.2925593   0.54290378 -0.00380802],[ 0.28970277  0.54826242 -0.01623839],[0.26422161 0.67894548 0.02153997],[0.2472727  0.59457541 0.00858845],[ 0.2370611   0.56190366 -0.01021798],[ 0.23123363  0.56347132 -0.02055103],[0.22418988 0.71149892 0.01488655],[0.20591715 0.64080173 0.00073213],[ 0.19285201  0.60136414 -0.01218627],[ 0.18528853  0.58206111 -0.0194064 ]
[2.97308326e-01 9.30528641e-01 3.63864189e-07],[ 0.37018099  0.88161278 -0.02741517],[ 0.4194501   0.78267461 -0.02755562],[ 0.44108453  0.69801521 -0.02810866],[ 0.45445749  0.63766456 -0.0272241 ],[0.34767765 0.66481555 0.02255224],[0.35189533 0.58416724 0.02008723],[0.35297492 0.53989172 0.00858154],[ 0.35265467  0.51002818 -0.0016135 ],[0.30490044 0.66592342 0.02543377],[0.2959255  0.57638967 0.01415103],[ 0.2950671   0.54695153 -0.00928235],[ 0.29594812  0.55835336 -0.02407483],[0.26442283 0.68207192 0.02243524],[0.2474203  0.59643233 0.00675685],[ 0.24084617  0.56886989 -0.01716411],[ 0.23942801  0.58028769 -0.03074457],[0.22386897 0.71385628 0.01639501],[2.05577195e-01 6.41219258e-01 1.18538614e-04],[ 0.19388077  0.6006037  -0.0167561 ],[ 0.18855897  0.58364952 -0.02728831]
[3.00378680e-01 9.30559039e-01 3.57083962e-07],[ 0.36979726  0.88184893 -0.02892701],[ 0.41881961  0.78461456 -0.03079298],[ 0.44039333  0.70073748 -0.03287552],[ 0.45329684  0.64068711 -0.03352518],[0.34906489 0.66519856 0.01796507],[0.35293204 0.58378673 0.01158024],[ 0.35391343  0.53815669 -0.00247281],[ 0.35353881  0.51001298 -0.0137118 ],[0.30512542 0.66588068 0.02100066],[0.29592401 0.57336438 0.00629671],[ 0.29357985  0.54401517 -0.01926815],[ 0.29299805  0.55759776 -0.03521081],[0.26429081 0.68180656 0.0181869 ],[2.46558577e-01 5.93977511e-01 4.74945846e-05],[ 0.2388036   0.56748539 -0.02585211],[ 0.23675381  0.58333325 -0.0404585 ],[0.22390124 0.71426064 0.01234095],[ 0.20521291  0.639705   -0.00584437],[ 0.19284883  0.60075271 -0.02399264],[ 0.18711367  0.58856779 -0.03512318]
[2.99838334e-01 9.30310488e-01 3.60145748e-07],[ 0.37115327  0.88177371 -0.02858267],[ 0.41857606  0.78326058 -0.02923225],[ 0.43980271  0.69814622 -0.03002605],[ 0.45286876  0.63875955 -0.02932565],[0.34775659 0.664765   0.0195983 ],[0.35116696 0.58394057 0.01668796],[0.35146746 0.5392617  0.00572615],[ 0.34994915  0.50808078 -0.00387451],[0.30399767 0.66572744 0.02299457],[0.29343763 0.57521653 0.01185444],[ 0.29116485  0.54681355 -0.00950073],[ 0.29064697  0.55988961 -0.0224675 ],[0.26292107 0.68287987 0.02050537],[0.24350107 0.59536988 0.00449049],[ 0.23631611  0.56939757 -0.01677537],[ 0.23472095  0.58273768 -0.02796434],[0.22222057 0.71613115 0.01485783],[ 0.20306495  0.64071828 -0.00151501],[ 0.19017179  0.60001671 -0.01656879],[ 0.1835753   0.58383948 -0.02528382]
[3.00332874e-01 9.28395689e-01 3.37264879e-07],[ 0.37130204  0.87913132 -0.02744122],[ 0.41941011  0.780913   -0.02738615],[ 0.44067061  0.69594657 -0.02739521],[ 0.45156303  0.63690174 -0.02580456],[0.34710014 0.66388768 0.02073624],[0.350225   0.58370173 0.01863657],[0.350624   0.53856605 0.00797635],[ 0.34929758  0.50624281 -0.00162964],[0.30358252 0.66564113 0.02402053],[0.29294524 0.57769251 0.01240281],[ 0.29133362  0.55072314 -0.00927311],[ 0.29131016  0.56215858 -0.02244639],[0.26279438 0.68196434 0.02153197],[0.24436232 0.59648854 0.00555569],[ 0.23807164  0.5732218  -0.01638759],[ 0.23673943  0.58576018 -0.02830019],[0.22260953 0.71293539 0.01599643],[ 2.02330500e-01  6.40710413e-01 -1.50711683e-04],[ 0.18927206  0.60247993 -0.01572689],[ 0.18272848  0.58617252 -0.02515983]
[3.02280515e-01 9.25341427e-01 3.51428753e-07],[ 0.3732771   0.87229788 -0.02779436],[ 0.42169219  0.77889961 -0.0297572 ],[ 0.44093457  0.69607836 -0.03205511],[ 0.45293906  0.6350581  -0.03319957],[0.34919435 0.66559917 0.01839857],[0.35017529 0.5844422  0.01258393],[ 0.34958285  0.53949428 -0.00069153],[ 0.34821242  0.50833941 -0.01188326],[0.30469066 0.66792941 0.02101015],[0.29440832 0.58070183 0.00740277],[ 0.29262304  0.55026352 -0.01611171],[ 0.29327807  0.55645823 -0.03137028],[0.26359531 0.68470204 0.01760478],[2.45254427e-01 6.00882053e-01 4.21276549e-04],[ 0.23620699  0.57023937 -0.02307339],[ 0.23322935  0.57369077 -0.03694763],[0.22291821 0.71730989 0.01115307],[ 0.2027982   0.64660114 -0.00628948],[ 0.18934096  0.60697424 -0.02294301],[ 0.18233606  0.58670843 -0.03357795]
[3.03932101e-01 9.26378191e-01 4.35327166e-07],[ 0.37342158  0.87455761 -0.02458982],[ 0.42146227  0.77723825 -0.02377009],[ 0.44245636  0.69456649 -0.0235559 ],[ 0.45405835  0.63392091 -0.02179053],[0.34831253 0.6628117  0.02734348],[0.35055047 0.58321643 0.02706317],[0.35037771 0.54081166 0.01712794],[0.34883416 0.51022637 0.00802691],[0.3051894  0.66527569 0.02964875],[0.29527602 0.58003378 0.02378844],[0.29365873 0.54380631 0.00461762],[ 0.29410109  0.54525959 -0.00821165],[0.26504534 0.6824801  0.02589038],[0.24660477 0.59940481 0.01489392],[ 0.23781678  0.56705409 -0.00378812],[ 0.23494601  0.56773019 -0.01472105],[0.22573462 0.71506947 0.01898334],[0.20504993 0.64633828 0.00625083],[ 0.1921493   0.60583305 -0.0064773 ],[ 0.18699887  0.58298725 -0.01411655]
